query;seed_ortholog;evalue;score;eggNOG_OGs;max_annot_lvl;COG_category;Description;Preferred_name;GOs;EC;KEGG_ko;KEGG_Pathway;KEGG_Module;KEGG_Reaction;KEGG_rclass;BRITE;KEGG_TC;CAZy;BiGG_Reaction;PFAMs
k105_118130_4;436308.Nmar_0968;7.74e-41;137.0;arCOG08680@1|root,arCOG08680@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_32557_1;1229909.NSED_00915;1.59e-128;368.0;COG0120@1|root,arCOG01122@2157|Archaea,41SJE@651137|Thaumarchaeota;651137|Thaumarchaeota;G;Ribose 5-phosphate isomerase;-;-;5.3.1.6;ko:K01807;ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230;M00004,M00007,M00165,M00167,M00580;R01056;RC00434;ko00000,ko00001,ko00002,ko01000;-;-;-;Rib_5-P_isom_A
k105_32557_2;1229909.NSED_00870;5.51e-262;724.0;COG0044@1|root,arCOG00689@2157|Archaea,41S8A@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Amidohydrolase family;-;-;3.5.2.2;ko:K01464;ko00240,ko00410,ko00770,ko00983,ko01100,map00240,map00410,map00770,map00983,map01100;M00046;R02269,R03055,R08227;RC00632,RC00680;ko00000,ko00001,ko00002,ko01000,ko04147;-;-;-;Amidohydro_1
k105_118472_1;436308.Nmar_0413;0.0;1015.0;COG0674@1|root,arCOG01606@2157|Archaea,41S60@651137|Thaumarchaeota;651137|Thaumarchaeota;C;pyruvate flavodoxin ferredoxin oxidoreductase;-;-;1.2.7.11,1.2.7.3;ko:K00174;ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200;M00009,M00011,M00173,M00620;R01196,R01197;RC00004,RC02742,RC02833;br01601,ko00000,ko00001,ko00002,ko01000;-;-;-;PFOR_II,POR,POR_N
k105_118472_2;1229909.NSED_02155;4.63e-207;575.0;COG1013@1|root,arCOG01599@2157|Archaea,41SAB@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Pyruvate ferredoxin oxidoreductase beta subunit C terminal;-;-;1.2.7.11,1.2.7.3;ko:K00175;ko00010,ko00020,ko00620,ko00650,ko00720,ko01100,ko01120,ko01130,ko01200,map00010,map00020,map00620,map00650,map00720,map01100,map01120,map01130,map01200;M00009,M00011,M00173,M00620;R01196,R01197;RC00004,RC02742,RC02833;br01601,ko00000,ko00001,ko00002,ko01000;-;-;-;PFO_beta_C,TPP_enzyme_C
k105_118472_3;1229909.NSED_02165;3.13e-47;156.0;arCOG08663@1|root,arCOG08663@2157|Archaea,41SR2@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_118782_1;436308.Nmar_1530;1.37e-49;162.0;COG0127@1|root,arCOG04184@2157|Archaea,41SKW@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Belongs to the HAM1 NTPase family;-;-;3.6.1.66;ko:K02428;ko00230,map00230;-;R00426,R00720,R01855,R02100,R02720,R03531;RC00002;ko00000,ko00001,ko01000;-;-;-;Ham1p_like
k105_118782_2;1229909.NSED_08410;1.74e-227;629.0;COG0731@1|root,arCOG04174@2157|Archaea,41SBS@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Component of the wyosine derivatives biosynthesis pathway that catalyzes the condensation of N-methylguanine with 2 carbon atoms from pyruvate to form the tricyclic 4-demethylwyosine (imG-14) on guanosine-37 of tRNA(Phe);taw1;-;4.1.3.44;ko:K15449;-;-;-;-;ko00000,ko01000,ko03016;-;-;-;Radical_SAM,Wyosine_form
k105_33532_1;1229909.NSED_09690;8.67e-201;574.0;COG0464@1|root,arCOG01308@2157|Archaea,41SX8@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Cell division protein 48 (CDC48), domain 2;-;-;-;ko:K13525;ko04141,ko05134,map04141,map05134;M00400,M00403;-;-;ko00000,ko00001,ko00002,ko03019,ko04131,ko04147;3.A.16.1;-;-;AAA,CDC48_2,CDC48_N
k105_33532_2;436308.Nmar_0010;2.94e-80;241.0;COG0071@1|root,arCOG01833@2157|Archaea,41SPJ@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Belongs to the small heat shock protein (HSP20) family;-;-;-;ko:K13993;ko04141,map04141;-;-;-;ko00000,ko00001,ko03110;-;-;-;HSP20
k105_33532_3;1229909.NSED_09680;1.91e-129;370.0;arCOG01806@1|root,arCOG01806@2157|Archaea,41T2B@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_33532_4;1229909.NSED_09675;1.32e-60;198.0;COG1252@1|root,arCOG01067@2157|Archaea;2157|Archaea;C;COG1252 NADH dehydrogenase, FAD-containing subunit;ndh2;-;1.6.99.3;ko:K03885;ko00190,map00190;-;-;-;ko00000,ko00001,ko01000;-;-;-;Pyr_redox_2
k105_35019_2;1229909.NSED_02995;2.97e-126;372.0;COG1914@1|root,arCOG04531@2157|Archaea;2157|Archaea;P;COG1914 Mn2 and Fe2 transporters of the NRAMP family;-;-;-;-;-;-;-;-;-;-;-;-;5TM-5TMR_LYT,Nramp
k105_121454_1;1229909.NSED_07310;1.02e-101;319.0;COG1205@1|root,arCOG08693@1|root,arCOG00555@2157|Archaea,arCOG08693@2157|Archaea,41SZS@651137|Thaumarchaeota;651137|Thaumarchaeota;L;DEAD DEAH box helicase;-;-;-;ko:K06877;-;-;-;-;ko00000;-;-;-;DEAD,DUF1998,Helicase_C
k105_121454_2;436308.Nmar_1319;3.34e-175;490.0;COG0863@1|root,arCOG00115@2157|Archaea,41SZP@651137|Thaumarchaeota;651137|Thaumarchaeota;L;DNA methylase;-;-;2.1.1.113,2.1.1.72;ko:K00571,ko:K00590;-;-;-;-;ko00000,ko01000,ko02048;-;-;-;N6_N4_Mtase
k105_121454_3;1229909.NSED_07300;1.66e-49;160.0;COG1826@1|root,arCOG02694@2157|Archaea,41SRR@651137|Thaumarchaeota;651137|Thaumarchaeota;U;mttA/Hcf106 family;-;-;-;ko:K03116;ko03060,ko03070,map03060,map03070;M00336;-;-;ko00000,ko00001,ko00002,ko02044;2.A.64;-;-;MttA_Hcf106
k105_121454_4;436308.Nmar_1316;3.19e-91;278.0;COG0477@1|root,arCOG00130@2157|Archaea,41T0X@651137|Thaumarchaeota;651137|Thaumarchaeota;G;major facilitator superfamily;-;-;-;ko:K08153,ko:K08221;-;M00717;-;-;ko00000,ko00002,ko02000;2.A.1.2.8,2.A.1.32;-;-;MFS_1
k105_121528_2;1096769.Pelub83DRAFT_0852;3.63e-77;230.0;COG0858@1|root,COG0858@2|Bacteria,1MZPE@1224|Proteobacteria,2UCJF@28211|Alphaproteobacteria,4BQXN@82117|unclassified Alphaproteobacteria;28211|Alphaproteobacteria;J;One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA;rbfA;-;-;ko:K02834;-;-;-;-;ko00000,ko03009;-;-;-;RBFA
k105_121528_3;1096769.Pelub83DRAFT_0851;2.24e-48;154.0;COG0184@1|root,COG0184@2|Bacteria,1MZ2W@1224|Proteobacteria,2UBRZ@28211|Alphaproteobacteria;28211|Alphaproteobacteria;J;Forms an intersubunit bridge (bridge B4) with the 23S rRNA of the 50S subunit in the ribosome;rpsO;GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0015935,GO:0022626,GO:0022627,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:1990904;-;ko:K02956;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_S15
k105_121528_4;1096769.Pelub83DRAFT_0850;5.05e-160;466.0;COG1185@1|root,COG1185@2|Bacteria,1MVB9@1224|Proteobacteria,2TRH3@28211|Alphaproteobacteria,4BPPG@82117|unclassified Alphaproteobacteria;28211|Alphaproteobacteria;J;Involved in mRNA degradation. Catalyzes the phosphorolysis of single-stranded polyribonucleotides processively in the 3'- to 5'-direction;pnp;GO:0000175,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003824,GO:0004518,GO:0004527,GO:0004532,GO:0004540,GO:0004654,GO:0005488,GO:0006139,GO:0006401,GO:0006402,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008408,GO:0009056,GO:0009057,GO:0009892,GO:0009987,GO:0010468,GO:0010605,GO:0010629,GO:0016070,GO:0016071,GO:0016740,GO:0016772,GO:0016779,GO:0016787,GO:0016788,GO:0016796,GO:0016896,GO:0019222,GO:0019439,GO:0034641,GO:0034655,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044260,GO:0044265,GO:0044270,GO:0046483,GO:0046700,GO:0048519,GO:0050789,GO:0060255,GO:0065007,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090503,GO:0097159,GO:0140098,GO:1901360,GO:1901361,GO:1901363,GO:1901575;2.7.7.8;ko:K00962;ko00230,ko00240,ko03018,map00230,map00240,map03018;M00394;R00437,R00438,R00439,R00440;RC02795;ko00000,ko00001,ko00002,ko01000,ko03016,ko03019;-;-;-;KH_1,PNPase,RNase_PH,RNase_PH_C,S1
k105_36286_1;1229909.NSED_04335;7.48e-259;715.0;COG0034@1|root,arCOG00093@2157|Archaea,41S7N@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine;purF;-;2.4.2.14;ko:K00764;ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130;M00048;R01072;RC00010,RC02724,RC02752;ko00000,ko00001,ko00002,ko01000,ko01002;-;-;-;GATase_6,Pribosyltran
k105_122382_1;436308.Nmar_0666;1.52e-139;397.0;COG0560@1|root,arCOG01158@2157|Archaea,41SHX@651137|Thaumarchaeota;651137|Thaumarchaeota;E;phosphoserine phosphatase;-;-;3.1.3.3;ko:K01079;ko00260,ko00680,ko01100,ko01120,ko01130,ko01200,ko01230,map00260,map00680,map01100,map01120,map01130,map01200,map01230;M00020;R00582;RC00017;ko00000,ko00001,ko00002,ko01000,ko01009;-;-;-;HAD
k105_122382_2;1229909.NSED_03390;4.21e-120;348.0;COG1478@1|root,arCOG02714@2157|Archaea,41T27@651137|Thaumarchaeota;651137|Thaumarchaeota;H;F420-0:Gamma-glutamyl ligase;-;-;6.3.2.31,6.3.2.34;ko:K12234;ko00680,ko01120,map00680,map01120;M00378;R09399,R09400;RC00064,RC00090,RC00141;ko00000,ko00001,ko00002,ko01000;-;-;-;F420_ligase
k105_122382_3;1229909.NSED_03505;4.17e-40;133.0;COG0425@1|root,arCOG02062@2157|Archaea,41SU5@651137|Thaumarchaeota;651137|Thaumarchaeota;O;redox protein, regulator of disulfide bond formation;-;-;-;-;-;-;-;-;-;-;-;-;TusA
k105_122382_4;1229909.NSED_03495;1.38e-54;177.0;arCOG10533@1|root,arCOG10533@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_122382_6;436308.Nmar_0672;6.1e-214;593.0;COG0492@1|root,arCOG01296@2157|Archaea,41S97@651137|Thaumarchaeota;651137|Thaumarchaeota;O;Pyridine nucleotide-disulphide oxidoreductase;-;-;1.8.1.9;ko:K00384;ko00450,map00450;-;R02016,R03596,R09372;RC00013,RC02518,RC02873;ko00000,ko00001,ko01000;-;-;-;Pyr_redox_2
k105_124421_1;1459636.NTE_02404;4.57e-22;93.6;COG0608@1|root,arCOG00424@2157|Archaea,41SE2@651137|Thaumarchaeota;651137|Thaumarchaeota;L;DHHA1 domain;-;-;-;ko:K07463;-;-;-;-;ko00000;-;-;-;DHHA1
k105_124421_2;436308.Nmar_1093;2.05e-254;704.0;COG1301@1|root,arCOG04335@2157|Archaea;2157|Archaea;C;COG1301 Na H -dicarboxylate symporters;gltP;GO:0001504,GO:0001505,GO:0003333,GO:0003674,GO:0005215,GO:0005283,GO:0005310,GO:0005326,GO:0005342,GO:0005343,GO:0005416,GO:0005488,GO:0005515,GO:0006810,GO:0006811,GO:0006812,GO:0006814,GO:0006820,GO:0006821,GO:0006835,GO:0006836,GO:0006865,GO:0008150,GO:0008324,GO:0008509,GO:0008514,GO:0009987,GO:0015075,GO:0015077,GO:0015081,GO:0015103,GO:0015108,GO:0015171,GO:0015172,GO:0015179,GO:0015183,GO:0015291,GO:0015293,GO:0015294,GO:0015318,GO:0015370,GO:0015556,GO:0015672,GO:0015698,GO:0015711,GO:0015740,GO:0015800,GO:0015807,GO:0015849,GO:0016043,GO:0022607,GO:0022804,GO:0022857,GO:0022890,GO:0030001,GO:0034220,GO:0035725,GO:0042802,GO:0043090,GO:0043933,GO:0044085,GO:0046873,GO:0046942,GO:0046943,GO:0051179,GO:0051234,GO:0051259,GO:0051260,GO:0055085,GO:0065003,GO:0065007,GO:0065008,GO:0070206,GO:0070207,GO:0070778,GO:0071702,GO:0071705,GO:0071840,GO:0089718,GO:0098655,GO:0098656,GO:0098657,GO:0098660,GO:0098661,GO:0098662,GO:0098739,GO:0140009,GO:1902475,GO:1902476,GO:1903825,GO:1905039;-;ko:K07862;-;-;-;-;ko00000,ko02000;2.A.23.4;-;-;SDF
k105_124421_3;1229909.NSED_06360;2.06e-90;266.0;COG0251@1|root,arCOG01630@2157|Archaea,41T4N@651137|Thaumarchaeota;651137|Thaumarchaeota;J;YjgF/chorismate_mutase-like, putative endoribonuclease;-;-;-;-;-;-;-;-;-;-;-;-;YjgF_endoribonc
k105_124436_1;436308.Nmar_0223;1.96e-46;156.0;COG0788@1|root,arCOG02826@2157|Archaea,41S78@651137|Thaumarchaeota;651137|Thaumarchaeota;F;Formyl transferase;-;-;3.5.1.10;ko:K01433;ko00630,ko00670,map00630,map00670;-;R00944;RC00026,RC00111;ko00000,ko00001,ko01000;-;-;-;ACT_6,Formyl_trans_N
k105_124436_2;1229909.NSED_00935;5.44e-134;384.0;COG1402@1|root,arCOG04536@2157|Archaea,41SNC@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Creatinine amidohydrolase;-;-;3.5.2.10;ko:K01470;ko00330,map00330;-;R01884;RC00615;ko00000,ko00001,ko01000;-;-;-;Creatininase
k105_124436_3;1229909.NSED_00930;9.07e-44;142.0;COG1958@1|root,arCOG00998@2157|Archaea,41SU9@651137|Thaumarchaeota;651137|Thaumarchaeota;K;snRNP Sm proteins;-;-;-;ko:K04796;-;-;-;-;ko00000;-;-;-;LSM
k105_124436_4;1229909.NSED_00920;7.1e-157;448.0;arCOG08635@1|root,arCOG08635@2157|Archaea,41T54@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_38909_2;1229909.NSED_03115;1.79e-62;196.0;arCOG05400@1|root,arCOG05400@2157|Archaea,41SQH@651137|Thaumarchaeota;651137|Thaumarchaeota;S;PFAM Polyketide cyclase dehydrase and lipid transport;-;-;-;-;-;-;-;-;-;-;-;-;Polyketide_cyc2
k105_38909_4;436308.Nmar_0597;5.33e-65;199.0;COG0073@1|root,arCOG01136@2157|Archaea,41SSY@651137|Thaumarchaeota;651137|Thaumarchaeota;J;Putative tRNA binding domain;-;-;-;ko:K06878;-;-;-;-;ko00000;-;-;-;tRNA_bind
k105_38909_5;1229909.NSED_06565;1.62e-41;140.0;COG2101@1|root,arCOG01764@2157|Archaea,41SZD@651137|Thaumarchaeota;2157|Archaea;K;General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation;tbp;-;-;ko:K03120;ko03022,ko05016,ko05165,ko05166,ko05168,ko05169,ko05203,map03022,map05016,map05165,map05166,map05168,map05169,map05203;-;-;-;ko00000,ko00001,ko03000,ko03021;-;-;-;TBP
k105_125262_1;1229909.NSED_06415;0.0;1096.0;COG0556@1|root,arCOG04748@2157|Archaea,41T0H@651137|Thaumarchaeota;651137|Thaumarchaeota;L;damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage;uvrB;-;-;ko:K03702;ko03420,map03420;-;-;-;ko00000,ko00001,ko03400;-;-;-;Helicase_C,ResIII,UVR,UvrB
k105_125262_2;1229909.NSED_06420;1.45e-127;366.0;COG3467@1|root,arCOG00520@2157|Archaea,41SJ5@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Pyridoxamine 5'-phosphate;-;-;-;ko:K07005;-;-;-;-;ko00000;-;-;-;Pyridox_ox_2
k105_125262_4;436308.Nmar_1107;3.39e-68;209.0;arCOG10575@1|root,arCOG10575@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_125262_5;1229909.NSED_06430;4.23e-32;113.0;arCOG10576@1|root,arCOG10576@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_125262_6;436308.Nmar_1109;8.19e-246;677.0;COG2141@1|root,arCOG02410@2157|Archaea,41SBM@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Luciferase-like monooxygenase;-;-;-;ko:K14728;-;-;-;-;ko00000,ko01000;-;-;-;Bac_luciferase
k105_125262_7;1229909.NSED_06440;1.67e-222;613.0;COG1454@1|root,arCOG00984@2157|Archaea,41SFC@651137|Thaumarchaeota;651137|Thaumarchaeota;C;PFAM Iron-containing alcohol dehydrogenase;-;-;-;ko:K18602;ko00720,ko01120,map00720,map01120;-;R09289;RC00087;ko00000,ko00001,ko01000;-;-;-;Fe-ADH
k105_125262_8;436308.Nmar_1111;2.16e-200;564.0;COG2379@1|root,arCOG04170@2157|Archaea,41SJF@651137|Thaumarchaeota;651137|Thaumarchaeota;G;MOFRL family;-;-;2.7.1.165;ko:K11529;ko00030,ko00260,ko00561,ko00630,ko00680,ko01100,ko01120,ko01130,ko01200,map00030,map00260,map00561,map00630,map00680,map01100,map01120,map01130,map01200;M00346;R08572;RC00002,RC00428;ko00000,ko00001,ko00002,ko01000;-;-;-;DUF4147,MOFRL
k105_126738_1;436308.Nmar_0749;1.44e-38;134.0;arCOG10540@1|root,arCOG10540@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_126738_2;436308.Nmar_0750;3.96e-36;123.0;arCOG10541@1|root,arCOG10541@2157|Archaea,41T8Z@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_126738_3;436308.Nmar_0751;5.79e-28;102.0;arCOG10542@1|root,arCOG10542@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_126738_4;1229909.NSED_04165;9.65e-45;150.0;arCOG10543@1|root,arCOG10543@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_126738_5;436308.Nmar_0753;3.01e-17;75.5;arCOG10544@1|root,arCOG10544@2157|Archaea;2157|Archaea;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_126738_6;1229909.NSED_04195;9.91e-34;119.0;arCOG05565@1|root,arCOG05565@2157|Archaea,41T3I@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_40519_1;1229909.NSED_02770;1.8e-137;397.0;COG0082@1|root,arCOG04133@2157|Archaea,41SC3@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system;aroC;-;4.2.3.5;ko:K01736;ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230;M00022;R01714;RC00586;ko00000,ko00001,ko00002,ko01000;-;-;-;Chorismate_synt
k105_40519_2;1229909.NSED_02765;8.99e-248;689.0;COG0436@1|root,COG1605@1|root,arCOG01130@2157|Archaea,arCOG02098@2157|Archaea,41SBV@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Chorismate mutase type II;-;-;2.6.1.1;ko:K00812;ko00220,ko00250,ko00270,ko00330,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map00270,map00330,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01210,map01230;-;R00355,R00694,R00734,R00896,R02433,R02619,R05052;RC00006;ko00000,ko00001,ko01000,ko01007;-;-;-;Aminotran_1_2,CM_2
k105_40519_3;1229909.NSED_02760;2.12e-173;487.0;COG0722@1|root,arCOG00245@2157|Archaea,41SM0@651137|Thaumarchaeota;651137|Thaumarchaeota;E;Prephenate dehydrogenase;-;-;1.3.1.12;ko:K04517;ko00400,ko00401,ko01100,ko01110,ko01130,ko01230,map00400,map00401,map01100,map01110,map01130,map01230;M00025;R01728;RC00125;ko00000,ko00001,ko00002,ko01000;-;-;-;PDH
k105_40519_4;1229909.NSED_02755;2.9e-66;204.0;COG1184@1|root,arCOG01127@2157|Archaea,41T2Z@651137|Thaumarchaeota;651137|Thaumarchaeota;L;NUDIX domain;-;-;-;-;-;-;-;-;-;-;-;-;NUDIX
k105_40519_5;1229909.NSED_02750;1.25e-300;822.0;COG0422@1|root,arCOG02741@2157|Archaea,41S5Z@651137|Thaumarchaeota;651137|Thaumarchaeota;H;Thiamine biosynthesis protein ThiC;-;-;4.1.99.17;ko:K03147;ko00730,ko01100,map00730,map01100;M00127;R03472;RC03251,RC03252;ko00000,ko00001,ko00002,ko01000;-;-;-;ThiC_Rad_SAM
k105_128078_1;436308.Nmar_1028;4.42e-217;603.0;COG1250@1|root,arCOG00249@2157|Archaea,41S92@651137|Thaumarchaeota;651137|Thaumarchaeota;I;3-hydroxyacyl-CoA dehydrogenase;-;-;1.1.1.35,4.2.1.17;ko:K15016;ko00720,ko01120,ko01200,map00720,map01120,map01200;M00374,M00375;R01975,R03026;RC00117,RC00831;ko00000,ko00001,ko00002,ko01000;-;-;-;3HCDH,3HCDH_N
k105_128078_3;436308.Nmar_1030;4.01e-73;223.0;COG1611@1|root,arCOG02431@2157|Archaea,41SMW@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Rossmann fold nucleotide-binding protein;-;-;3.2.2.10;ko:K06966;ko00230,ko00240,map00230,map00240;-;R00182,R00510;RC00063,RC00318;ko00000,ko00001,ko01000;-;-;-;Lysine_decarbox
k105_128672_1;436308.Nmar_1111;3.72e-48;165.0;COG2379@1|root,arCOG04170@2157|Archaea,41SJF@651137|Thaumarchaeota;651137|Thaumarchaeota;G;MOFRL family;-;-;2.7.1.165;ko:K11529;ko00030,ko00260,ko00561,ko00630,ko00680,ko01100,ko01120,ko01130,ko01200,map00030,map00260,map00561,map00630,map00680,map01100,map01120,map01130,map01200;M00346;R08572;RC00002,RC00428;ko00000,ko00001,ko00002,ko01000;-;-;-;DUF4147,MOFRL
k105_128672_2;436308.Nmar_0628;5.09e-46;150.0;2BXYY@1|root,2N584@2157|Archaea,41T7A@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_128672_3;1229909.NSED_08100;9.56e-71;216.0;COG1522@1|root,arCOG01580@2157|Archaea,41T4E@651137|Thaumarchaeota;651137|Thaumarchaeota;K;helix_turn_helix ASNC type;-;-;-;-;-;-;-;-;-;-;-;-;AsnC_trans_reg,HTH_24
k105_128672_4;436308.Nmar_1524;3.15e-40;134.0;COG1522@1|root,arCOG01117@2157|Archaea;2157|Archaea;K;COG1522 Transcriptional regulators;-;-;-;-;-;-;-;-;-;-;-;-;AsnC_trans_reg
k105_129573_1;436308.Nmar_0359;1.39e-127;369.0;COG0644@1|root,arCOG00570@2157|Archaea,41SCG@651137|Thaumarchaeota;651137|Thaumarchaeota;C;Is involved in the reduction of 2,3- digeranylgeranylglycerophospholipids (unsaturated archaeols) into 2,3-diphytanylglycerophospholipids (saturated archaeols) in the biosynthesis of archaeal membrane lipids. Catalyzes the formation of archaetidic acid (2,3-di-O-phytanyl-sn-glyceryl phosphate) from 2,3-di-O-geranylgeranylglyceryl phosphate (DGGGP) via the hydrogenation of each double bond of the isoprenoid chains;-;-;-;-;-;-;-;-;-;-;-;-;Trp_halogenase
k105_129573_2;1229909.NSED_01720;7.94e-156;438.0;COG0727@1|root,arCOG02579@2157|Archaea,41SH8@651137|Thaumarchaeota;651137|Thaumarchaeota;S;Putative zinc- or iron-chelating domain;-;-;-;ko:K06940;-;-;-;-;ko00000;-;-;-;CxxCxxCC
k105_129573_3;1229909.NSED_01715;1.11e-58;182.0;arCOG10523@1|root,arCOG10523@2157|Archaea,41SSZ@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_129573_4;1229909.NSED_01710;1.11e-129;370.0;COG0049@1|root,arCOG04254@2157|Archaea,41S6U@651137|Thaumarchaeota;651137|Thaumarchaeota;J;One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center;rps7;-;-;ko:K02992;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosomal_S7
k105_129573_5;436308.Nmar_0354;9.66e-15;69.3;COG0048@1|root,arCOG04255@2157|Archaea,41SIB@651137|Thaumarchaeota;651137|Thaumarchaeota;J;With S4 and S5 plays an important role in translational accuracy. Located at the interface of the 30S and 50S subunits;rps12;-;-;ko:K02950;ko03010,map03010;M00178,M00179;-;-;br01610,ko00000,ko00001,ko00002,ko03011;-;-;-;Ribosom_S12_S23
k105_43253_1;436308.Nmar_0063;1.29e-241;671.0;COG0423@1|root,arCOG00405@2157|Archaea,41S8S@651137|Thaumarchaeota;651137|Thaumarchaeota;J;synthetase (class II);-;-;6.1.1.14;ko:K01880;ko00970,map00970;M00359,M00360;R03654;RC00055,RC00523;ko00000,ko00001,ko00002,ko01000,ko01007,ko03016,ko03029;-;-;-;HGTP_anticodon,tRNA-synt_2b
k105_43253_2;1229909.NSED_02400;2.25e-101;299.0;COG0842@1|root,arCOG01467@2157|Archaea,41SQQ@651137|Thaumarchaeota;651137|Thaumarchaeota;V;PFAM ABC-2 type transporter;-;-;-;ko:K01992;-;M00254;-;-;ko00000,ko00002,ko02000;3.A.1;-;-;ABC2_membrane
k105_130114_2;1229909.NSED_03315;4.19e-44;144.0;arCOG08668@1|root,arCOG08668@2157|Archaea,41SW4@651137|Thaumarchaeota;651137|Thaumarchaeota;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
k105_130114_3;436308.Nmar_1366;1.41e-106;318.0;COG0500@1|root,COG2835@1|root,arCOG01791@2157|Archaea,arCOG04124@2157|Archaea,41T4S@651137|Thaumarchaeota;651137|Thaumarchaeota;Q;Methyltransferase domain;-;-;-;-;-;-;-;-;-;-;-;-;-
