locus_tag	ftype	length_bp	gene	EC_number	COG	product
PGLLGMOK_05094	CDS	381				hypothetical protein
PGLLGMOK_05095	CDS	378				hypothetical protein
PGLLGMOK_05096	CDS	681				hypothetical protein
PGLLGMOK_05097	CDS	285				hypothetical protein
PGLLGMOK_05098	CDS	945				hypothetical protein
PGLLGMOK_05099	CDS	306				hypothetical protein
PGLLGMOK_05100	CDS	600				hypothetical protein
PGLLGMOK_05101	CDS	384				hypothetical protein
PGLLGMOK_05102	CDS	288				hypothetical protein
PGLLGMOK_05103	CDS	267				hypothetical protein
PGLLGMOK_05104	CDS	435				hypothetical protein
PGLLGMOK_05105	CDS	795				hypothetical protein
PGLLGMOK_05106	CDS	501				hypothetical protein
PGLLGMOK_05107	CDS	1005	glnA_5	6.3.1.2	COG0174	Glutamine synthetase
PGLLGMOK_05108	CDS	1173				hypothetical protein
PGLLGMOK_05109	CDS	453				hypothetical protein
PGLLGMOK_05110	CDS	225				hypothetical protein
PGLLGMOK_05111	CDS	282	prsA_2	5.2.1.8		Foldase protein PrsA
PGLLGMOK_05112	CDS	711				hypothetical protein
PGLLGMOK_05113	CDS	411				hypothetical protein
PGLLGMOK_05114	CDS	255				hypothetical protein
PGLLGMOK_05115	CDS	1170	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
PGLLGMOK_05116	CDS	225				hypothetical protein
PGLLGMOK_05117	CDS	264				hypothetical protein
PGLLGMOK_05118	CDS	585				hypothetical protein
PGLLGMOK_05119	CDS	1104	aroC_3	4.2.3.5		Chorismate synthase
PGLLGMOK_05120	CDS	522				hypothetical protein
PGLLGMOK_05121	CDS	933	kbl_2	2.3.1.29		2-amino-3-ketobutyrate coenzyme A ligase
PGLLGMOK_05122	CDS	1506	speA	4.1.1.19		Biosynthetic arginine decarboxylase
PGLLGMOK_05123	CDS	504				hypothetical protein
PGLLGMOK_05124	CDS	615				hypothetical protein
PGLLGMOK_05125	CDS	549				hypothetical protein
PGLLGMOK_05126	CDS	570				hypothetical protein
PGLLGMOK_05127	CDS	543				hypothetical protein
PGLLGMOK_05128	CDS	831				hypothetical protein
PGLLGMOK_05129	CDS	279			COG0776	DNA-binding protein HTa
PGLLGMOK_05130	CDS	771	rhaD_17	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_05131	CDS	1122				hypothetical protein
PGLLGMOK_05132	CDS	276				hypothetical protein
PGLLGMOK_05133	CDS	1383				hypothetical protein
PGLLGMOK_05134	CDS	342				hypothetical protein
PGLLGMOK_05135	CDS	276				hypothetical protein
PGLLGMOK_05136	CDS	513				hypothetical protein
PGLLGMOK_05137	CDS	729				hypothetical protein
PGLLGMOK_05138	CDS	399				hypothetical protein
PGLLGMOK_05139	CDS	525				hypothetical protein
PGLLGMOK_05140	CDS	858	rexB	3.6.4.12		ATP-dependent helicase/deoxyribonuclease subunit B
PGLLGMOK_05141	CDS	150				hypothetical protein
PGLLGMOK_05142	CDS	276				hypothetical protein
PGLLGMOK_05143	CDS	456				hypothetical protein
PGLLGMOK_05144	CDS	180				hypothetical protein
PGLLGMOK_05145	CDS	1011	RBKS_3	2.7.1.15		Ribokinase
PGLLGMOK_05146	CDS	258				hypothetical protein
PGLLGMOK_05147	CDS	1221				hypothetical protein
PGLLGMOK_05148	CDS	300				hypothetical protein
PGLLGMOK_05149	CDS	645				hypothetical protein
PGLLGMOK_05150	CDS	291				hypothetical protein
PGLLGMOK_05151	CDS	633				hypothetical protein
PGLLGMOK_05152	CDS	732				hypothetical protein
PGLLGMOK_05153	CDS	903	rhaS_3			HTH-type transcriptional activator RhaS
PGLLGMOK_05154	CDS	945				hypothetical protein
PGLLGMOK_05155	CDS	432	ureG			Urease accessory protein UreG
PGLLGMOK_05156	CDS	1293				hypothetical protein
PGLLGMOK_05157	CDS	372				hypothetical protein
PGLLGMOK_05158	CDS	642	rpoC_2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
PGLLGMOK_05159	CDS	864				hypothetical protein
PGLLGMOK_05160	CDS	309				hypothetical protein
PGLLGMOK_05161	CDS	423	glpE_3	2.8.1.1		Thiosulfate sulfurtransferase GlpE
PGLLGMOK_05162	CDS	495	secB_3			Protein-export protein SecB
PGLLGMOK_05163	CDS	537				hypothetical protein
PGLLGMOK_05164	CDS	801				hypothetical protein
PGLLGMOK_05165	CDS	861				hypothetical protein
PGLLGMOK_05166	tRNA	75				tRNA-Thr(ggt)
PGLLGMOK_05167	CDS	1038	ctaA_2	1.3.-.-		Heme A synthase
PGLLGMOK_05168	CDS	1059	psbD	1.10.3.9		Photosystem II D2 protein
PGLLGMOK_05169	CDS	357				hypothetical protein
PGLLGMOK_05170	CDS	606			COG1853	Protein MTH_152
PGLLGMOK_05171	CDS	1191	lysJ_5	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
PGLLGMOK_05172	CDS	1545				hypothetical protein
PGLLGMOK_05173	CDS	990	btuD_29	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
PGLLGMOK_05174	CDS	105				hypothetical protein
PGLLGMOK_05175	CDS	201				hypothetical protein
PGLLGMOK_05176	CDS	210				hypothetical protein
PGLLGMOK_05177	CDS	828				hypothetical protein
PGLLGMOK_05178	CDS	558	frr_2			Ribosome-recycling factor
PGLLGMOK_05179	CDS	717	pyrH_2			Uridylate kinase
PGLLGMOK_05180	CDS	849	TSFM_2			Elongation factor Ts, mitochondrial
PGLLGMOK_05181	CDS	945				hypothetical protein
PGLLGMOK_05182	CDS	495				hypothetical protein
PGLLGMOK_05183	CDS	1212				hypothetical protein
PGLLGMOK_05184	CDS	996				hypothetical protein
PGLLGMOK_05185	CDS	147				hypothetical protein
PGLLGMOK_05186	CDS	258				hypothetical protein
PGLLGMOK_05187	CDS	210				hypothetical protein
PGLLGMOK_05188	CDS	2970				hypothetical protein
PGLLGMOK_05189	CDS	549				hypothetical protein
PGLLGMOK_05190	CDS	1341	lysJ_6	2.6.1.-	COG4992	[LysW]-aminoadipate semialdehyde/glutamate semialdehyde transaminase
PGLLGMOK_05191	CDS	1353				hypothetical protein
PGLLGMOK_05192	CDS	744				hypothetical protein
PGLLGMOK_05193	CDS	354				hypothetical protein
PGLLGMOK_05194	CDS	606				hypothetical protein
PGLLGMOK_05195	CDS	630				hypothetical protein
PGLLGMOK_05196	tRNA	85				tRNA-Leu(cag)
PGLLGMOK_05197	CDS	459	smpB_2			SsrA-binding protein
PGLLGMOK_05198	CDS	909				hypothetical protein
PGLLGMOK_05199	CDS	456				hypothetical protein
PGLLGMOK_05200	CDS	339				hypothetical protein
PGLLGMOK_05201	CDS	858	tssA_2	2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
PGLLGMOK_05202	CDS	477	smpB_3			SsrA-binding protein
PGLLGMOK_05203	CDS	504				hypothetical protein
PGLLGMOK_05204	CDS	702				hypothetical protein
PGLLGMOK_05205	rRNA	938				16S ribosomal RNA (partial)
PGLLGMOK_05206	CDS	993	caiA_12	1.3.8.13		Crotonobetainyl-CoA reductase
PGLLGMOK_05207	CDS	600	mutM_2	4.2.99.18		Formamidopyrimidine-DNA glycosylase
PGLLGMOK_05208	CDS	1581				hypothetical protein
PGLLGMOK_05209	rRNA	2656				23S ribosomal RNA
PGLLGMOK_05210	CDS	207				hypothetical protein
PGLLGMOK_05211	CDS	309				hypothetical protein
PGLLGMOK_05212	CDS	453				hypothetical protein
PGLLGMOK_05213	CDS	672				hypothetical protein
PGLLGMOK_05214	CDS	645				hypothetical protein
PGLLGMOK_05215	CDS	186				hypothetical protein
PGLLGMOK_05216	CDS	291				hypothetical protein
PGLLGMOK_05217	CDS	591				hypothetical protein
PGLLGMOK_05218	CDS	543				hypothetical protein
PGLLGMOK_05219	CDS	522				hypothetical protein
PGLLGMOK_05220	CDS	405				hypothetical protein
PGLLGMOK_05221	CDS	1788	uvrA_3			UvrABC system protein A
PGLLGMOK_05222	CDS	1032	lpdA_5	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PGLLGMOK_05223	CDS	1053	mutL_2			DNA mismatch repair protein MutL
PGLLGMOK_05224	CDS	345	aroA	2.5.1.19		3-phosphoshikimate 1-carboxyvinyltransferase
PGLLGMOK_05225	CDS	459	argH_3	4.3.2.1		Argininosuccinate lyase
PGLLGMOK_05226	CDS	225				hypothetical protein
PGLLGMOK_05227	tRNA	76				tRNA-Gly(gcc)
PGLLGMOK_05228	tRNA	76				tRNA-Cys(gca)
PGLLGMOK_05229	CDS	1023				hypothetical protein
PGLLGMOK_05230	CDS	237				hypothetical protein
PGLLGMOK_05231	CDS	600		5.1.1.1		Alanine racemase
PGLLGMOK_05232	CDS	1080				hypothetical protein
PGLLGMOK_05233	CDS	408				hypothetical protein
PGLLGMOK_05234	CDS	2022				hypothetical protein
PGLLGMOK_05235	CDS	324				hypothetical protein
PGLLGMOK_05236	CDS	1077	rbn	3.1.26.11		Ribonuclease BN
PGLLGMOK_05237	CDS	1719				hypothetical protein
PGLLGMOK_05238	CDS	480				hypothetical protein
PGLLGMOK_05239	CDS	1236	xad_1	4.2.1.82		D-xylonate dehydratase
PGLLGMOK_05240	CDS	888	rhaD_18	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_05241	CDS	447	fadA_6	2.3.1.16		3-ketoacyl-CoA thiolase
PGLLGMOK_05242	CDS	1239				hypothetical protein
PGLLGMOK_05243	CDS	501				hypothetical protein
PGLLGMOK_05244	CDS	786				hypothetical protein
PGLLGMOK_05245	CDS	996	gmd	4.2.1.47		GDP-mannose 4,6-dehydratase
PGLLGMOK_05246	CDS	177				hypothetical protein
PGLLGMOK_05247	CDS	312				hypothetical protein
PGLLGMOK_05248	CDS	381				hypothetical protein
PGLLGMOK_05249	CDS	732				hypothetical protein
PGLLGMOK_05250	CDS	390				hypothetical protein
PGLLGMOK_05251	CDS	294				hypothetical protein
PGLLGMOK_05252	CDS	192				hypothetical protein
PGLLGMOK_05253	CDS	1473	rpoC2	2.7.7.6		DNA-directed RNA polymerase subunit beta'
PGLLGMOK_05254	CDS	603				hypothetical protein
PGLLGMOK_05255	CDS	1518				hypothetical protein
PGLLGMOK_05256	CDS	1470				hypothetical protein
PGLLGMOK_05257	CDS	237				hypothetical protein
PGLLGMOK_05258	CDS	150				hypothetical protein
PGLLGMOK_05259	CDS	162				hypothetical protein
PGLLGMOK_05260	CDS	297				hypothetical protein
PGLLGMOK_05261	CDS	522				hypothetical protein
PGLLGMOK_05262	CDS	567				hypothetical protein
PGLLGMOK_05263	CDS	168				hypothetical protein
PGLLGMOK_05264	CDS	387				hypothetical protein
PGLLGMOK_05265	CDS	390				hypothetical protein
PGLLGMOK_05266	CDS	147				hypothetical protein
PGLLGMOK_05267	CDS	792				hypothetical protein
PGLLGMOK_05268	CDS	144	mnmE_4	3.6.-.-		tRNA modification GTPase MnmE
PGLLGMOK_05269	CDS	1818	mnmG_4			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PGLLGMOK_05270	CDS	684				hypothetical protein
PGLLGMOK_05271	CDS	216				hypothetical protein
PGLLGMOK_05272	CDS	144				hypothetical protein
PGLLGMOK_05273	CDS	990				hypothetical protein
PGLLGMOK_05274	CDS	195				hypothetical protein
PGLLGMOK_05275	CDS	144				hypothetical protein
PGLLGMOK_05276	CDS	627				hypothetical protein
PGLLGMOK_05277	CDS	402				hypothetical protein
PGLLGMOK_05278	CDS	582				hypothetical protein
PGLLGMOK_05279	CDS	696	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
PGLLGMOK_05280	CDS	495				hypothetical protein
PGLLGMOK_05281	CDS	516				hypothetical protein
PGLLGMOK_05282	CDS	504				hypothetical protein
PGLLGMOK_05283	CDS	465				hypothetical protein
PGLLGMOK_05284	CDS	201				hypothetical protein
PGLLGMOK_05285	CDS	900	garR_1	1.1.1.60		2-hydroxy-3-oxopropionate reductase
PGLLGMOK_05286	CDS	1248		1.14.-.-	COG2124	Cytochrome P450 119
PGLLGMOK_05287	CDS	738	rhaD_19	1.1.1.377	COG1028	L-rhamnose 1-dehydrogenase (NADP(+))
PGLLGMOK_05288	CDS	327				hypothetical protein
PGLLGMOK_05289	CDS	378				hypothetical protein
PGLLGMOK_05290	CDS	159				hypothetical protein
PGLLGMOK_05291	CDS	303				hypothetical protein
PGLLGMOK_05292	CDS	642				hypothetical protein
PGLLGMOK_05293	CDS	1296				hypothetical protein
PGLLGMOK_05294	CDS	561	livG_10		COG0411	putative branched-chain amino acid transport ATP-binding protein LivG
PGLLGMOK_05295	CDS	318				hypothetical protein
PGLLGMOK_05296	CDS	348	mfnC_3	2.6.1.108	COG0436	(5-formylfuran-3-yl)methyl phosphate transaminase
PGLLGMOK_05297	CDS	501	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
PGLLGMOK_05298	CDS	219				hypothetical protein
PGLLGMOK_05299	CDS	228				hypothetical protein
PGLLGMOK_05300	CDS	423				hypothetical protein
PGLLGMOK_05301	CDS	573				hypothetical protein
PGLLGMOK_05302	CDS	222				hypothetical protein
PGLLGMOK_05303	CDS	189				hypothetical protein
PGLLGMOK_05304	CDS	204				hypothetical protein
PGLLGMOK_05305	CDS	2208				hypothetical protein
PGLLGMOK_05306	CDS	1497				hypothetical protein
PGLLGMOK_05307	CDS	516				hypothetical protein
PGLLGMOK_05308	CDS	1308				hypothetical protein
PGLLGMOK_05309	CDS	129				hypothetical protein
PGLLGMOK_05310	CDS	126				hypothetical protein
PGLLGMOK_05311	CDS	438				hypothetical protein
PGLLGMOK_05312	CDS	393				hypothetical protein
PGLLGMOK_05313	CDS	243				hypothetical protein
PGLLGMOK_05314	CDS	102				hypothetical protein
PGLLGMOK_05315	CDS	1392	dld	1.1.99.6	COG0277	D-lactate dehydrogenase (acceptor)
PGLLGMOK_05316	CDS	636	gloB_4	3.1.2.6		Hydroxyacylglutathione hydrolase
PGLLGMOK_05317	CDS	153				hypothetical protein
PGLLGMOK_05318	CDS	939				hypothetical protein
PGLLGMOK_05319	CDS	390				hypothetical protein
PGLLGMOK_05320	CDS	1020				hypothetical protein
PGLLGMOK_05321	CDS	1182				hypothetical protein
PGLLGMOK_05322	CDS	744				hypothetical protein
PGLLGMOK_05323	CDS	336				hypothetical protein
PGLLGMOK_05324	CDS	753				hypothetical protein
PGLLGMOK_05325	CDS	765				hypothetical protein
PGLLGMOK_05326	CDS	447				hypothetical protein
PGLLGMOK_05327	CDS	906				hypothetical protein
PGLLGMOK_05328	CDS	288				hypothetical protein
PGLLGMOK_05329	CDS	1035				hypothetical protein
PGLLGMOK_05330	CDS	390				hypothetical protein
PGLLGMOK_05331	CDS	1554				hypothetical protein
PGLLGMOK_05332	CDS	210				hypothetical protein
PGLLGMOK_05333	CDS	972		1.2.1.89	COG1012	D-glyceraldehyde dehydrogenase (NADP(+))
PGLLGMOK_05334	CDS	174				hypothetical protein
PGLLGMOK_05335	CDS	174				hypothetical protein
PGLLGMOK_05336	CDS	366				hypothetical protein
PGLLGMOK_05337	CDS	975				hypothetical protein
PGLLGMOK_05338	CDS	228				hypothetical protein
PGLLGMOK_05339	CDS	663				hypothetical protein
PGLLGMOK_05340	CDS	930				hypothetical protein
PGLLGMOK_05341	CDS	897	pyrD_6	1.3.-.-		Dihydroorotate dehydrogenase
PGLLGMOK_05342	CDS	195				hypothetical protein
PGLLGMOK_05343	CDS	894				hypothetical protein
PGLLGMOK_05344	CDS	195				hypothetical protein
PGLLGMOK_05345	CDS	1335				hypothetical protein
PGLLGMOK_05346	CDS	1158	gdhA1	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase A1
PGLLGMOK_05347	CDS	1344	bgaH	3.2.1.23		Beta-galactosidase BgaH
PGLLGMOK_05348	CDS	618	mfd_5	3.6.4.-		Transcription-repair-coupling factor
PGLLGMOK_05349	CDS	1338	surA_2	5.2.1.8		Chaperone SurA
PGLLGMOK_05350	CDS	315				hypothetical protein
PGLLGMOK_05351	CDS	1065				hypothetical protein
PGLLGMOK_05352	CDS	564				hypothetical protein
PGLLGMOK_05353	CDS	402				hypothetical protein
PGLLGMOK_05354	CDS	240				hypothetical protein
PGLLGMOK_05355	CDS	465				hypothetical protein
PGLLGMOK_05356	CDS	213				hypothetical protein
PGLLGMOK_05357	CDS	1152				hypothetical protein
PGLLGMOK_05358	CDS	810	lpxM	2.3.1.243		Lipid A biosynthesis myristoyltransferase
PGLLGMOK_05359	CDS	1014				hypothetical protein
PGLLGMOK_05360	CDS	210				hypothetical protein
PGLLGMOK_05361	CDS	1413				hypothetical protein
PGLLGMOK_05362	tRNA	78				tRNA-Glu(ctc)
PGLLGMOK_05363	CDS	1584	hldD_2	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
PGLLGMOK_05364	CDS	231				hypothetical protein
PGLLGMOK_05365	CDS	222				hypothetical protein
PGLLGMOK_05366	CDS	150				hypothetical protein
PGLLGMOK_05367	CDS	150				hypothetical protein
PGLLGMOK_05368	CDS	771	fpoD_4	1.12.98.3	COG0649	F(420)H(2) dehydrogenase subunit D
PGLLGMOK_05369	CDS	591				hypothetical protein
PGLLGMOK_05370	CDS	1107				hypothetical protein
PGLLGMOK_05371	CDS	402				hypothetical protein
PGLLGMOK_05372	CDS	495				hypothetical protein
PGLLGMOK_05373	CDS	1110	fadB_2	5.3.3.8		Fatty acid oxidation complex subunit alpha
PGLLGMOK_05374	CDS	525				hypothetical protein
PGLLGMOK_05375	CDS	945	dnaK_2			Chaperone protein DnaK
PGLLGMOK_05376	CDS	1056				hypothetical protein
PGLLGMOK_05377	CDS	474				hypothetical protein
PGLLGMOK_05378	CDS	1404				hypothetical protein
PGLLGMOK_05379	CDS	531				hypothetical protein
PGLLGMOK_05380	CDS	444				hypothetical protein
PGLLGMOK_05381	CDS	771				hypothetical protein
PGLLGMOK_05382	CDS	765				hypothetical protein
PGLLGMOK_05383	CDS	435	ureC_2	3.5.1.5		Urease subunit alpha
PGLLGMOK_05384	CDS	690				hypothetical protein
PGLLGMOK_05385	CDS	294				hypothetical protein
PGLLGMOK_05386	CDS	471				hypothetical protein
PGLLGMOK_05387	CDS	813				hypothetical protein
PGLLGMOK_05388	CDS	858				hypothetical protein
PGLLGMOK_05389	CDS	684				hypothetical protein
PGLLGMOK_05390	CDS	570				hypothetical protein
PGLLGMOK_05391	CDS	312				Single-stranded DNA-binding protein
PGLLGMOK_05392	CDS	1674				hypothetical protein
PGLLGMOK_05393	CDS	456				hypothetical protein
PGLLGMOK_05394	CDS	426				hypothetical protein
PGLLGMOK_05395	CDS	366				hypothetical protein
PGLLGMOK_05396	CDS	162				hypothetical protein
PGLLGMOK_05397	CDS	489				hypothetical protein
PGLLGMOK_05398	CDS	1737	iolD_2	3.7.1.22		3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
PGLLGMOK_05399	CDS	1014				hypothetical protein
PGLLGMOK_05400	CDS	477				hypothetical protein
PGLLGMOK_05401	CDS	936	garR_2	1.1.1.60		2-hydroxy-3-oxopropionate reductase
PGLLGMOK_05402	CDS	1086	frsA	3.1.-.-		Esterase FrsA
PGLLGMOK_05403	CDS	924				hypothetical protein
PGLLGMOK_05404	CDS	675				hypothetical protein
PGLLGMOK_05405	CDS	159				hypothetical protein
PGLLGMOK_05406	CDS	1572				hypothetical protein
PGLLGMOK_05407	CDS	153				hypothetical protein
PGLLGMOK_05408	CDS	1263	mutS_3			DNA mismatch repair protein MutS
PGLLGMOK_05409	CDS	432				hypothetical protein
PGLLGMOK_05410	CDS	318				hypothetical protein
PGLLGMOK_05411	CDS	423				hypothetical protein
PGLLGMOK_05412	CDS	276				hypothetical protein
PGLLGMOK_05413	CDS	129				hypothetical protein
PGLLGMOK_05414	CDS	873				hypothetical protein
PGLLGMOK_05415	CDS	519	fpoD_5	1.12.98.3	COG0649	F(420)H(2) dehydrogenase subunit D
PGLLGMOK_05416	CDS	621				hypothetical protein
PGLLGMOK_05417	CDS	258	rnpA_4	3.1.26.5		Ribonuclease P protein component
PGLLGMOK_05418	CDS	273	yidD			Putative membrane protein insertion efficiency factor
PGLLGMOK_05419	CDS	1101	yidC_9			Membrane protein insertase YidC
PGLLGMOK_05420	CDS	156				hypothetical protein
PGLLGMOK_05421	CDS	1005	nagZ	3.2.1.52		Beta-hexosaminidase
PGLLGMOK_05422	CDS	468				hypothetical protein
PGLLGMOK_05423	CDS	285				hypothetical protein
PGLLGMOK_05424	CDS	141				hypothetical protein
PGLLGMOK_05425	CDS	366				hypothetical protein
PGLLGMOK_05426	CDS	216				hypothetical protein
PGLLGMOK_05427	CDS	246				hypothetical protein
PGLLGMOK_05428	CDS	402				hypothetical protein
PGLLGMOK_05429	CDS	336				hypothetical protein
PGLLGMOK_05430	CDS	1641				hypothetical protein
PGLLGMOK_05431	CDS	858	LIAS_2	2.8.1.8		Lipoyl synthase, organellar chromatophore
PGLLGMOK_05432	CDS	1227				hypothetical protein
PGLLGMOK_05433	CDS	1014	dxs_4	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
PGLLGMOK_05434	CDS	1254				hypothetical protein
PGLLGMOK_05435	CDS	1419	lpdA_6	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
PGLLGMOK_05436	CDS	294				hypothetical protein
PGLLGMOK_05437	CDS	615				hypothetical protein
PGLLGMOK_05438	CDS	1065				hypothetical protein
PGLLGMOK_05439	CDS	1014				hypothetical protein
PGLLGMOK_05440	CDS	333				hypothetical protein
PGLLGMOK_05441	CDS	117				hypothetical protein
PGLLGMOK_05442	CDS	177				hypothetical protein
PGLLGMOK_05443	CDS	609				hypothetical protein
PGLLGMOK_05444	CDS	651	epd_2	1.2.1.72		D-erythrose-4-phosphate dehydrogenase
PGLLGMOK_05445	CDS	1467	nqrA	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit A
PGLLGMOK_05446	CDS	1251	sufS_3	2.8.1.7	COG0520	Cysteine desulfurase
PGLLGMOK_05447	CDS	681	fgd_4	1.1.98.2		F420-dependent glucose-6-phosphate dehydrogenase
PGLLGMOK_05448	CDS	462				hypothetical protein
PGLLGMOK_05449	CDS	576				hypothetical protein
PGLLGMOK_05450	CDS	567				hypothetical protein
PGLLGMOK_05451	CDS	1425				hypothetical protein
PGLLGMOK_05452	CDS	615				hypothetical protein
PGLLGMOK_05453	CDS	447				hypothetical protein
PGLLGMOK_05454	CDS	258				hypothetical protein
PGLLGMOK_05455	CDS	1296				hypothetical protein
PGLLGMOK_05456	CDS	1560	gyrB_9	5.6.2.2		DNA gyrase subunit B
PGLLGMOK_05457	CDS	192				hypothetical protein
PGLLGMOK_05458	CDS	318				hypothetical protein
PGLLGMOK_05459	CDS	1116	mshA_4	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
PGLLGMOK_05460	CDS	258				hypothetical protein
PGLLGMOK_05461	CDS	729				hypothetical protein
PGLLGMOK_05462	CDS	267				hypothetical protein
PGLLGMOK_05463	CDS	1272				hypothetical protein
PGLLGMOK_05464	CDS	627	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
PGLLGMOK_05465	CDS	483				hypothetical protein
PGLLGMOK_05466	CDS	255				hypothetical protein
PGLLGMOK_05467	CDS	264				hypothetical protein
PGLLGMOK_05468	CDS	474				hypothetical protein
PGLLGMOK_05469	CDS	249				hypothetical protein
PGLLGMOK_05470	CDS	840				hypothetical protein
PGLLGMOK_05471	CDS	414				hypothetical protein
PGLLGMOK_05472	CDS	1452				hypothetical protein
PGLLGMOK_05473	CDS	1083	fumC_2	4.2.1.2	COG0114	Fumarate hydratase class II
PGLLGMOK_05474	CDS	177				hypothetical protein
PGLLGMOK_05475	CDS	231				hypothetical protein
PGLLGMOK_05476	CDS	1680	dnaE2_3	2.7.7.7		Error-prone DNA polymerase
PGLLGMOK_05477	CDS	570				hypothetical protein
PGLLGMOK_05478	CDS	255				hypothetical protein
PGLLGMOK_05479	CDS	507				hypothetical protein
PGLLGMOK_05480	CDS	1194	pgk_2	2.7.2.3	COG0126	Phosphoglycerate kinase
PGLLGMOK_05481	CDS	219				hypothetical protein
PGLLGMOK_05482	CDS	210				hypothetical protein
PGLLGMOK_05483	CDS	834				hypothetical protein
PGLLGMOK_05484	CDS	267				hypothetical protein
PGLLGMOK_05485	CDS	327				hypothetical protein
PGLLGMOK_05486	CDS	903				hypothetical protein
PGLLGMOK_05487	CDS	336				hypothetical protein
PGLLGMOK_05488	tRNA	76				tRNA-Ala(tgc)
PGLLGMOK_05489	tRNA	77				tRNA-Ile(gat)
PGLLGMOK_05490	rRNA	1248				16S ribosomal RNA (partial)
PGLLGMOK_05491	CDS	909				hypothetical protein
PGLLGMOK_05492	CDS	543				hypothetical protein
PGLLGMOK_05493	CDS	327				hypothetical protein
PGLLGMOK_05494	CDS	1605		6.2.1.40	COG0318	4-hydroxybutyrate--CoA ligase 2
PGLLGMOK_05495	CDS	459				hypothetical protein
PGLLGMOK_05496	CDS	396	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
PGLLGMOK_05497	CDS	315				hypothetical protein
PGLLGMOK_05498	CDS	765				hypothetical protein
PGLLGMOK_05499	CDS	1098	mrdA_2	3.4.16.4		Peptidoglycan D,D-transpeptidase MrdA
PGLLGMOK_05500	CDS	720	topA_3	5.6.2.1		DNA topoisomerase 1
PGLLGMOK_05501	CDS	573				hypothetical protein
PGLLGMOK_05502	CDS	222				hypothetical protein
PGLLGMOK_05503	CDS	465				hypothetical protein
PGLLGMOK_05504	CDS	423				hypothetical protein
PGLLGMOK_05505	CDS	966				hypothetical protein
PGLLGMOK_05506	CDS	618				hypothetical protein
PGLLGMOK_05507	CDS	573				hypothetical protein
PGLLGMOK_05508	CDS	222				hypothetical protein
PGLLGMOK_05509	CDS	723	maiA_3	5.2.1.1		Maleate isomerase
PGLLGMOK_05510	CDS	1488		1.2.1.22	COG1012	Lactaldehyde dehydrogenase
PGLLGMOK_05511	CDS	264	efp_2			Elongation factor P
PGLLGMOK_05512	CDS	333	efp_3			Elongation factor P
PGLLGMOK_05513	CDS	513				hypothetical protein
PGLLGMOK_05514	CDS	453				hypothetical protein
PGLLGMOK_05515	CDS	336				hypothetical protein
PGLLGMOK_05516	CDS	1563				hypothetical protein
PGLLGMOK_05517	CDS	219				hypothetical protein
PGLLGMOK_05518	CDS	273				hypothetical protein
PGLLGMOK_05519	CDS	522	cutC	1.2.99.8	COG2080	Glyceraldehyde dehydrogenase small chain
PGLLGMOK_05520	CDS	1572				hypothetical protein
PGLLGMOK_05521	CDS	162				hypothetical protein
PGLLGMOK_05522	CDS	462				hypothetical protein
PGLLGMOK_05523	CDS	903				hypothetical protein
PGLLGMOK_05524	CDS	279				hypothetical protein
PGLLGMOK_05525	CDS	384				hypothetical protein
PGLLGMOK_05526	CDS	867	rapZ_2			RNase adapter protein RapZ
PGLLGMOK_05527	CDS	627				hypothetical protein
PGLLGMOK_05528	CDS	147				hypothetical protein
PGLLGMOK_05529	CDS	132				hypothetical protein
PGLLGMOK_05530	CDS	1302				hypothetical protein
PGLLGMOK_05531	CDS	192				hypothetical protein
PGLLGMOK_05532	CDS	1314	rne	3.1.26.12		Ribonuclease E
PGLLGMOK_05533	CDS	1200	tuf_2		COG5256	Elongation factor 1-alpha
PGLLGMOK_05534	CDS	321			COG0051	30S ribosomal protein S10
PGLLGMOK_05535	CDS	648	lon_2	3.4.21.53		Lon protease
PGLLGMOK_05536	CDS	1230	gcvT_9	2.1.2.10	COG0404	putative aminomethyltransferase
PGLLGMOK_05537	CDS	243				hypothetical protein
PGLLGMOK_05538	CDS	729				hypothetical protein
PGLLGMOK_05539	CDS	1083				hypothetical protein
